msno,is_churn,city,bd,gender,registered_via,years_using
zA+SefnrJxfNjHAgCX4QtDrU97tMlHbTY5d6gKBJ3E8=,1,4.0,29.0,male,9.0,9.0
zA+/p+YuT8Xf7CEZA1pjMj78F7V8mRXJyY5l9EYVE4s=,1,13.0,32.0,female,9.0,6.0
z9zZPKd5t10gyTrXmBmZ8DswLa4aP31rSPqtU8bRftI=,1,15.0,19.0,female,9.0,8.0
z9sLgVvraSZoW1zrnfbQ2mHEtyR0lzPr+9BoOk+Tc70=,1,,,,,
z9qERzZ1BnedKj9B3XB3UrD6s3qCRbkzX1xUmXsTCbc=,1,15.0,18.0,female,9.0,5.0
z9oo4zWUkdm3aPCQ0DYQN5qiLF/DWFGP7nmi83V36Sg=,1,12.0,20.0,female,4.0,2.0
z9eoVH6OpmqMpoyq4hp3N184wS3wKl5Xt5w5WgPWMRw=,1,1.0,,,4.0,1.0
z9ZytfNLUjUA+YtZbP1ePMgbYrxaa/sMf6z1W/8xZ9o=,1,,,,,
z9St697GVvhPeVDOOw2rXKa8rmvOjvIq7z2EsGROnz0=,1,,,,,
z9SWaIwlLK/A4IPEQh2Xwrobce8ZrJrm8X7J2SefCZo=,1,13.0,29.0,female,3.0,3.0
z9MdMYq022KHO8hZcw/F7J0AHYM8R7o1Tk0Q65/TZUo=,1,1.0,103.0,female,3.0,3.0
z9ItBjzqFXo9BNh0LbESRS5Y4SDAv/e/srcE2d44Q/0=,1,13.0,29.0,female,3.0,4.0
z9HsWFqcqEqpbJGDEiNZgc94Q2YXWlAE4/9S5qVOHhY=,1,12.0,32.0,female,9.0,11.0
z9E08m9pBikEBeZVVE55rlsxp9AbdqGyZPSWeJnhw5M=,1,1.0,,,9.0,2.0
z9CcEfayAiEJXU8gkcGAYTjvYjyQ2aCFjSdJOlMUFZU=,1,1.0,,,7.0,4.0
z996l6+yzFM7RciWPfSozT6mJKzy2+gJ+Var5kp5D7E=,1,1.0,,,9.0,1.0
z97VBAJgAYhifRxa7PnZnqGsDWhAt3eTvjGW+opLxqY=,1,1.0,17.0,,13.0,0.0
z96O7TsUKUOb2JMF0FJAQXciA2E3aiDyT8O+TJkl1IM=,1,13.0,19.0,female,3.0,3.0
z94O026TJ2PHDZW19GlRJo2RErTtiopeNoDmdUaTYhI=,1,,,,,
z8xpNefuJuSKiem6sqbNwkUOvpdsfaOXDRP2q+4D9o0=,1,1.0,,,4.0,1.0
z8vgbVGvTtjCDjn9ae6Mrn8JH0q/9emICs1K5R/wevc=,1,13.0,21.0,female,9.0,10.0
z8qcBgu5TrZ19WY1OoDUUdXaNS6EJkmeiCL2RSz/fEE=,1,,,,,
z8qWfJJurUHFtahPtd83vXhI5feltHi4JwGytPOMDKI=,1,11.0,17.0,female,3.0,2.0
z8qBmHDZ61pngEgVL6D6vRsO542cFwMTHJ4P/shMh6E=,1,5.0,35.0,female,3.0,4.0
z8nMaYvc4lcHrlo3GPqLE9GhHLwPzX/VOfFfOex4ZTQ=,1,14.0,16.0,female,4.0,1.0
z8gma6lVpE+NWfFaX71v4fATqJUj3zfgWO/CuKFt67w=,1,5.0,32.0,male,9.0,11.0
z8b0VhBdrYFd0e2yCZyhXvciYnLf3WUCFtI+/p5s3ps=,1,1.0,,,9.0,2.0
z8V2vmBRUomqfO9NbriAK5sNd2xH5HXOKWoJMFGNxV4=,1,22.0,32.0,male,9.0,13.0
z8OxA/Ca7NVBJakzLSwaoTJ7tiMq3ZrEqQzyNSxmeAk=,1,1.0,,,9.0,3.0
z8Oup6u+IjmwgkH3m2dzxPFmRjP3Vf3H8Ol51lFcT6k=,1,4.0,22.0,male,9.0,3.0
z8Mx9U+qEVfgotMtmghogkdZ85yu1Cm7H+EzUXwTRo0=,1,4.0,18.0,male,4.0,1.0
z8Md7YgkH7ELMMcOBO7jJ7wI9JQEOMU25Jt+5J1YSrI=,1,6.0,50.0,female,4.0,1.0
z8M+GcZk/P/QlW8yMadLYBmcDL65rD+G8XBcNM1wAQA=,1,12.0,23.0,female,9.0,11.0
z8JIAEAv50qnhinkDT0Om6/mnwqzU3m9Jm0LO1nPaJE=,1,1.0,,,3.0,5.0
z8D+yi/mP0H509OSnMZwTEPkXCmbTovA13bKI5u1Ibs=,1,1.0,,,7.0,6.0
z8CJl5Ov70kB2spO1LK3jGLx565JccKTrVjy4Lmj4wc=,1,1.0,,,7.0,2.0
z87tK8ypxBVvxHs7g97+Kqxlot0qHVVN1IEkA1Fysdg=,1,16.0,20.0,male,4.0,1.0
z83hEEc8epczphi/TW0sCb/QiEZUPGHVTyXQjwcJ4YU=,1,5.0,51.0,female,7.0,4.0
z8/+HCSHCkkVRBF8wyUFYGWluahtLRmRTB3idgZm6dY=,1,1.0,,,7.0,1.0
z7tbpf5qOqOc1Ptdcyv2kwRANr23ASKA/pX1w5dd72A=,1,1.0,20.0,female,3.0,5.0
z7sy3cIgkcnGD4vh4OYnW81cl5QdLFkIHUS8WNy6sSA=,1,15.0,30.0,male,3.0,2.0
z7m9qu+7NPbZA06notauRx+Clov5fYO6uti9CWR7cWE=,1,5.0,27.0,male,7.0,4.0
z7fDmhmn0crf9vn30de7Q5xLo1KX2qq01CPW6p55W9w=,1,22.0,,female,9.0,2.0
z7ZAeT9guug51BEM+GpATuBM50qfhGv/AxQA7q5/TlY=,1,4.0,25.0,female,9.0,2.0
z7OHX+Jb7EkJnwnl/676kGDEO22KF6HAbZVb+vM/E0A=,1,13.0,30.0,female,9.0,3.0
z7H1iPsaTgWvwGFTEIJOTsN+yomvP6vz9cu9HRvvGRY=,1,1.0,,,3.0,5.0
z7D8s5wT12bay9j+77rto9pB8nFp+auYbVzbDt8H7qc=,1,22.0,28.0,female,4.0,1.0
z7BBslk+Lpr+YOxEgLAetqFTAdn2/hNitlHa9JWvpSs=,1,1.0,,,7.0,4.0
z77vuTQjFWAEJqDwULQ5KReYzYCNrKpQA1jX0/7aFXI=,1,10.0,22.0,female,7.0,1.0
z77uEeOb3nH4nIJPlYKJYs31/9hEBQqMjRgAShny+Pc=,1,1.0,,,9.0,2.0
z734lkjUVrcXzBDHfQt5ZVnRnskF4lROBFQLzO6xurg=,1,1.0,,,4.0,0.0
z6zwvfdRue/rgUFtYn+7gIgG6n+e20HnFEGqt/gyzjA=,1,1.0,,,4.0,1.0
z6xZtmHgcugfTeuqm8rPSO8KdFDgWDOfFmqq4M0Cdl0=,1,22.0,30.0,female,7.0,6.0
z6uMaLLb8HnI/EYOnsZ2sWqvKNPGomQCCbaezotXocc=,1,5.0,41.0,,9.0,1.0
z6rvZZ4dYxiHukXn8H7QIJwh6M1H20evpLdNCcSShBU=,1,,,,,
z6rCYRJPRhMWGoyVFfs33yVp0qK+BzO8tAlTIH5Yr8k=,1,13.0,36.0,male,9.0,1.0
z6qFLcMHHkPhqoKJHG0jaTK/gL47cTYh9DMW6czP8T4=,1,1.0,,,7.0,1.0
z6hC00Fxd1XzdLa7/E154mfYJJ+5tukJY3+U03Xf+s4=,1,1.0,,,9.0,2.0
z6a8R0M8E7pHudetdzX+RMg21IxOYJ2ZkOAPp4paO5g=,1,4.0,16.0,female,4.0,1.0
z6ZWKWaNnxsPStHnrbwQXfPewM77hZLU0F77NyMuyag=,1,13.0,17.0,male,3.0,3.0
z6Olc4n+DTO7sK1zv5VBCMMnNfmTNPfPebo0mNl+ENs=,1,13.0,,male,4.0,1.0
z6OLzUKXTffsCwtTrlbbJzRuINVyMbe3CRktvxoH+1g=,1,1.0,,,9.0,1.0
z6NbUOgEEvIa++nmopGtxhsK89wlplKJOwvsit43IYk=,1,1.0,,,4.0,2.0
z6It1fjyImyrVHvrwgfcjEr/KIRNq97+ZSYABH1CiDs=,1,1.0,,,9.0,1.0
z6Hqy4I0eQA7AmmWkYZhg5nuM/kJXeUbL65yhEp/Cf0=,1,1.0,,,7.0,4.0
z66WQoQ38MFgxGz4hUK5LEre/IxYJszH6i2vts0VOmE=,1,4.0,24.0,female,7.0,3.0
z63AR4/ilr64ETyeFyx7ixrz+j+lIZyExCxKCS65s10=,1,14.0,20.0,male,9.0,3.0
z60oKxWhdoLqmF4ixo61ZgqJqgPUKHrOjE33gpO5WNY=,1,15.0,24.0,male,3.0,5.0
z60bBHBH9vDkMCQp+9NGOEHn0WPlEIhY29e4RfExEbs=,1,13.0,33.0,female,9.0,3.0
z60QL68jJMxDbQtDtLADd9ayy/jKV0Lm+Zb7FvC8Ha0=,1,4.0,30.0,male,3.0,5.0
z601f9tR8zchNhdndNE8iZV5zHQpojGUcBLoDum4cI4=,1,,,,,
z6/O0RP6nvSNV0D8cI75ugyrj5+55rkC9TrT+o2Y1hg=,1,1.0,,,7.0,7.0
z6/BwpbDkXZTyYM2jshT3SQrr+nPasVr5DqyLRRrrWs=,1,13.0,,female,9.0,4.0
z6+MtB0hIqtsXSFnzUKv1MX7nrtBw7ryKZ8pXv/AP7U=,1,15.0,37.0,female,9.0,9.0
z5pi/Af94kJulSTbIw1QvcLXpbL1Uu6ve/qSnAmaBsI=,1,,,,,
z5eo0wx42Ovx4bXXdD+Egoz3UwBZa5la/LGcggmeFHQ=,1,1.0,,,4.0,1.0
z5az9bi+mLXRZXGjmwIHtkYkpOVPkY9AQqrx/kX/N0g=,1,15.0,23.0,male,7.0,3.0
z5ZqARbNyhuQfjvPwMkN9u4wI0dubDQOEEjO9n63+hQ=,1,5.0,,,3.0,3.0
z5UQ+ybVy3+z23Ff/CE7cEjMQjv4R7yUFFFhI1Bsaig=,1,1.0,,,7.0,4.0
z5HMD+Cav+WFd4eFSEby9hM5/5nKwKZIIwcfkrRkUE4=,1,15.0,28.0,female,9.0,7.0
z5FFd0FC9tQ9i7G4894XSRYjvITrz+g4N0sMrgFjAGY=,1,1.0,17.0,,3.0,5.0
z58CeSBUR6R0fUK2cyY9YVypDJFBsAWogNj18PlMxIU=,1,1.0,,,9.0,2.0
z54f6b6/lzo2Z2zwS8XFArmsL8xAbsAuoEXplnVsW6Q=,1,1.0,,,9.0,2.0
z524pW0gKhiA/RAjHUuA1BHECMIAqPziIbBe7M6GwcY=,1,1.0,,,9.0,3.0
z522wt2F5lCTfPDwTrgs6MF9hFJxScMd9BPDNpm5AKo=,1,1.0,,,7.0,2.0
z50ujrmblopW+ypO6ZMFfzAf52BmcDSKbPryQJxXBN4=,1,9.0,22.0,female,9.0,3.0
z4rJJyrY3YrjxPOnV/ZqQpNAVZdKrm2cZBVlSpeOwNE=,1,,,,,
z4qvJbnw7FI0iRz4i/MwPsvBlplxxUHBD+a9z6MrVy0=,1,1.0,,,7.0,4.0
z4lQ8DE1ANFDE9xSFhNKHX9k4J97AABUGbS76z7ZEFw=,1,22.0,40.0,male,3.0,1.0
z4k5qrHe/vE4FBGzXcXYXM0TLk6aEfiIqtB1CVpSoCI=,1,13.0,22.0,female,9.0,2.0
z4cEWcZn/mH7vrUH7R34+SGvcXdHWTkPoxOXYSdX8Oc=,1,13.0,28.0,female,7.0,4.0
z4c8IGt1ajTiSS/OS6znyQLYbSI5u3byFpeq4NIPngc=,1,6.0,37.0,female,9.0,6.0
z4Zwsm+Lk5pgdgWu7xmGNVjbdbRbs1pshwIFbbl64Kc=,1,4.0,,,9.0,2.0
z4ZFgsb3xy29B6Jqkpaj2ydjZFDt8lzH3jiPzi4+FB0=,1,,,,,
z4XGvkqT7ZCUekN+KTie2oVkLiSd28qz3C1jRYxel2Y=,1,13.0,20.0,female,3.0,4.0
z4OaUnVuFSmm7lZwUTyaFwVkBpIPvV8tfE5+ifp0Xio=,1,5.0,22.0,female,3.0,5.0
z4DOfEScZi4soopCUeJtk/WZvIp2pi0LrKgSBQvvsVc=,1,1.0,,,7.0,1.0
z4D9YYU5JxQRXqNvlUfP1lUzlFP2set3lcI9d3yZpZs=,1,22.0,34.0,female,3.0,5.0
z4Bp3CtZsn8aWKC23CYmtwtkYImfNjfftm8FTzENapE=,1,,,,,
z49qD3PI0qNg5hVjj90c3kBnHO5Um5bGReT19jaRY6M=,1,1.0,,,7.0,1.0
z46qdxitlK7iA+BNTGG3wehr2ZG+gRZsk/FqleZQtJs=,1,1.0,,,7.0,4.0
z43ta3lCPJcMONVW6bIBbmVqDl2aGPNredS+WfopAYY=,1,6.0,23.0,female,3.0,2.0
z40bcMlOSpU51LJt8jjibu8vZsGNWTGlmEVMkr/SgPE=,1,13.0,40.0,female,9.0,8.0
z3uiyl65JaScIWv6CudLWA6yPLz8gIYD+J/IqdXOVSE=,1,12.0,17.0,female,4.0,1.0
z3qBb5tBrwA1eIODYFtx752UZikuNkJcR7U4MtIgWRo=,1,5.0,53.0,male,9.0,6.0
z3q8Krk9lek1xhEPsUoUgxP/Ix7dKW2+6nb9QaUneDM=,1,11.0,25.0,male,3.0,5.0
z3dSIXkHO4APQymexCTJL3Phzfd1lSAIth+leVjC8U4=,1,1.0,,,7.0,1.0
z3XeD5mJS3BYmzJBiXbojRr5zLw6nqrnBMXHotQTrbo=,1,6.0,25.0,female,9.0,2.0
z3PLnjqWXrf98nsDCy5FFfknu975wCylePb35f0Erw4=,1,15.0,22.0,male,3.0,2.0
z3KrowV8Mlv+90K4vTbDaFpvybEG/3swTS0FXzqygD4=,1,3.0,21.0,male,9.0,2.0
z3Iz/5OL+Tixy2ooNlNOVG01Gyh4KsSYvhRjhrt6Wf0=,1,15.0,33.0,female,9.0,10.0
z39cvZoLwaov7HP/x4HH0kVqc8cVCpmyvkJpGveD4XA=,1,,,,,
z35O0fN/ynZoRPfGgD8m1ZHo5p9N2u9mWpRz8LuvYTY=,1,15.0,28.0,female,7.0,4.0
z35H/LS53Plr61Y17703QhRaPxpMCNmRom5y94FTiN8=,1,13.0,26.0,female,9.0,1.0
z2zOC+6xsIqkq0RdD9nJDpqbqpqnYp3wQ7Mk1tHGUug=,1,6.0,,,4.0,1.0
z2ubVQmdEfQ+iloFVGI1dC638bHXD0PIwCyeKuW/zjc=,1,15.0,31.0,male,3.0,3.0
z2tvqwrKFGbMq0ILpSfCN7HBiBwefBHHLqcuytZ9YzE=,1,4.0,23.0,male,9.0,10.0
z2tuBK8dIQ6XhrkmlO/wE1PLsEoaAu1A33P1OIJK5FU=,1,,,,,
z2lSKud2/SOV0MFMEGEccPQm0nKl+Gd21I4v2t1Vg2I=,1,15.0,29.0,female,9.0,10.0
z2jWaMUTPcvBthKoMFUDT8TF5qGY7JgbiHVAwTs7rDs=,1,4.0,26.0,female,3.0,1.0
z2i1maR3wzDDzDE+2qrhqS/V3zN6Ac1w104gC1NQlyU=,1,1.0,26.0,male,3.0,2.0
z2OY2YxB7rEsWLAyVT46COisMR0GuTs3odpVyXEeuyA=,1,4.0,17.0,female,4.0,1.0
z2LTejkYj4hQ6aQLukfQWtIsy6VUIPLZ/HE+dqKyHI8=,1,14.0,,female,7.0,4.0
z2JM8/nEQgx5hEglUt1mbXv1Q17RUucSAWBPYZdVkFA=,1,5.0,25.0,female,9.0,8.0
z2EpqnU5xRu5B/IXyVykxLdrIYXQlJU95wJPfoWfoew=,1,1.0,,,7.0,4.0
z2CX37kDti2IKusksFtKCMwtJV75tBeROkpL0sgUXLQ=,1,1.0,47.0,male,4.0,1.0
z2BGWdCNotHtkFml0JheZE5ZpRfqF/lqnamUGiRu+eI=,1,13.0,22.0,female,3.0,2.0
z27pJs7Flr59NkSIINkEAHFnJ5RTP3HV12AjpTRrCx4=,1,13.0,20.0,female,3.0,2.0
z27L3O3nx337BUrBGiA8v9uaHG0kIgAe82+CNGmcL/g=,1,1.0,20.0,female,4.0,1.0
z213PzmXR02oFJ3gXZzGX2GlQsW5T9j0p9LUyRy9bi0=,1,13.0,18.0,female,9.0,8.0
z20RmbW51AFM9ImFzCBIsbV35PVfx7PA8sMTtm3Kqj8=,1,18.0,21.0,female,3.0,2.0
z2/xr0UWVgcSaee6LYSGzpt1Zi1gAidY9L7Exjup714=,1,,,,,
z2+A3IpXtiWMUmfYhmYlv2K29pWnIZ01n0wqYOgW2dg=,1,,,,,
z1wilIjUpG0tE6a54RKIHHE5gCxG3uIeNVm+Bml8Aqw=,1,1.0,,,9.0,2.0
z1vGoLcgRaosW/v7bcgE/ACtN/b+Kjq0qob6b8UV8g4=,1,1.0,,,7.0,2.0
z1ocxKq0yIq118pb+y7cFzQix6AOuIQZL5OX9uoJ5/I=,1,1.0,,,9.0,0.0
z1mrgAVwcwnlFKAGk/zeqn5KDvL6PMreYoUkKe4cFKw=,1,1.0,,,4.0,1.0
z1kOkxhEJkAL2v/+6CktjyH9EfEF7hkYCHb7NmJM0wY=,1,5.0,18.0,female,9.0,9.0
z1hPPhkwGNdpDXCL/zLydNG7AQ8LUHqloleqPvpxhnI=,1,1.0,,,7.0,4.0
z1f0DiJRoM4csBxjd/30PB99ZJ/o54l0jPer7uLHDKg=,1,8.0,27.0,female,9.0,13.0
z1Z/DHMkuQ8t8R3uiCv6oLuJGN4+9IBBpwSruoQDzpw=,1,14.0,28.0,male,9.0,9.0
z1UquCep3i92TeaCZWhi2qRTGmqi5ufXrmvQXHr+SmU=,1,14.0,,,7.0,5.0
z1Tt9w9XcL+GHUZmk7BKnM2gBzgpIPQJODS2oW91E6A=,1,1.0,,,7.0,1.0
z1Lm/BlRQraiaWJ7RaQWe0+l0Z40ACj7W+zk29FiaS4=,1,1.0,,,9.0,2.0
z1GvpYJLBkGSRTSPa4wxJc7KMBwpFZOQMTY7+aur4G4=,1,1.0,,,7.0,1.0
z1FPRvHl8bMA8XRGMCf1AYDFD7/69Amb2iPIdF8Gw9E=,1,,,,,
z1Al16YzUv7EIde26uvdCWGPa7LcPCt0kxJRbTAPU6E=,1,1.0,,,7.0,1.0
z18r/ICvmR1fFhy3/iD09fVu1lDi1TATDEIzVtVYbJ0=,1,5.0,32.0,female,4.0,2.0
z17vNliIRW0kr1w0PEz1BhZYBRnswjONSqFtte5mnzY=,1,1.0,,,7.0,1.0
z14mzAjVW/b/Uyll1AEn1mdxSaGaaeT2l3o0P0UgAGM=,1,1.0,,,7.0,1.0
z0xZBls0PpcHzF7Mc5poI4dwZqjNFtfa5cccjaOAWD8=,1,1.0,,,7.0,4.0
z0vmwYcTsLAYjHFUxydK8dblyueS/Sdy2vzr/mJ/wmU=,1,5.0,34.0,female,7.0,7.0
z0kkUqqHd8xp8+yiuzRZ64Q9BBFXwtw+QrjTo3hHFTI=,1,13.0,33.0,female,7.0,4.0
z0da3H+IlUNDPJba8WpcPFBZSRhq7d19D3jTKjBTn8o=,1,1.0,,female,3.0,2.0
z0UMCpBGL2FDu0PPbNbD02j6SvTDlXoRpPqzQmpPvF8=,1,13.0,23.0,female,3.0,5.0
z0T+1FEZ9A34j3Wz5jBto/WxttpcMxO3qjpiA8ntm5A=,1,,,,,
z0RWdfQmvPHT90YNhmjJ9OHHWXzo4e+0JYHg44eHIis=,1,5.0,22.0,female,3.0,5.0
z0M9oVaRxrC4apw3FL3T6eXzFLBpU3grsWjLYtBIOys=,1,1.0,,,7.0,4.0
z0J512tGkzpjyf7SdK2ylYN8dep/adhZdqMc13nIK8Q=,1,1.0,,,3.0,4.0
z0HgDGTzD8777HxX6RSYcAksNIC1CSXpbmq6U4ftAHA=,1,21.0,19.0,male,9.0,3.0
z07y0ePThYH9Btp0zI7zxaocm8otIxDRGKtLf0HqB3k=,1,6.0,37.0,female,9.0,11.0
z074fWFZVtGEauy7ENiRt/iPtSRS2d5CWIagCrqvXwM=,1,,,,,
z0/zv9XBV1/AveGRIka/eKwSOkWTBYJOlFk0YBEFi9k=,1,4.0,33.0,male,3.0,1.0
z/ysUojluoG382/R5jMfD5HHRaz8r64Whm6zqD0FX9M=,1,4.0,32.0,female,9.0,6.0
z/peiS8FDUfCAdrfAVF6nUCQgs495Cqz6CP7dN5RO4s=,1,20.0,34.0,female,7.0,4.0
z/mRC3SsHiOH/LqiACWxANOA2zPymUZkEx8AUzyAyT0=,1,1.0,,,4.0,1.0
z/hL6/Az6Ro93cM+qNVCaUB7e1hsKlBmFnRjZEdvNas=,1,21.0,22.0,female,3.0,3.0
z/g84up3ZpRDMjmfSohzzUm6zbBsKo06THoeDew5mTQ=,1,11.0,,male,3.0,4.0
z/bUUibsvfBXAinpe0FG+o36cjRfR7JHfsohQVvlvhM=,1,1.0,,,4.0,1.0
z/a47GbTSkdwfRsBSvoMFc/CUGQZfSHjtOVqBnJ55cc=,1,21.0,21.0,female,9.0,7.0
z/ZrdYBj7KRH7jJhSaaoavvZ95/mmDKi9sdRY/aQzjo=,1,4.0,20.0,,4.0,1.0
z/XkDTR6ji9UeOjMsxOARAKwMskoYBIZHigFqfQs3F0=,1,13.0,40.0,male,9.0,6.0
z/RtAwbcy4rjZ5MzPn9QMyXPPndAwVPn3LQ5R0kPQ54=,1,15.0,26.0,male,3.0,5.0
z/R5zPgjHY3ySFXTV5U7OT9t56vb07zuezu5pgn2rhM=,1,13.0,20.0,,3.0,3.0
z/Oy6Igshq89pWybwUrcD89yHIu0nuYnVZOdVbH/0Wc=,1,22.0,26.0,female,4.0,1.0
z/ND5NHZ7mqyPvjhz2isKWFKrWjdnbK2GhkG3V39lGE=,1,6.0,21.0,female,4.0,1.0
z/AkSD5rlBj7FjNK+KUW+I2GwzixnOtMUYeyCfoOtGc=,1,1.0,,male,4.0,2.0
z/Ai9horkDX0rt0rjhpf9hBCjjRXerFfzIwNyYtMY4c=,1,8.0,27.0,,4.0,1.0
z/A48/jbY3uT02ySm3YoJjoeI2HLd1UJRSfq0kWd22I=,1,4.0,28.0,male,7.0,2.0
z/5qZ/EI/XsXymAQXVUuIhgw7igHp9xwZpjiathrXQw=,1,5.0,,,9.0,4.0
z+xYh92TpmzirIGU+AiO2wsX+KzmEuUX8DANWY5NWBw=,1,13.0,17.0,male,3.0,2.0
z+xRkpkS+B6mj4bkgScQYjafD0aHs4NnlZO4dQVyfRU=,1,1.0,,,4.0,1.0
z+wkLQzZCVqRSUm1Fyr4Lro1tboGDo5s3pxV6cO1KrY=,1,10.0,23.0,female,9.0,3.0
z+wYF9+kHx+RnvJCUJ1UGAylMXEhKoFwSgTAa8KNRzw=,1,15.0,24.0,male,4.0,2.0
z+slOcakccQg79SdB0+esbYUnDLGc6k9rUnwzK1A1jY=,1,1.0,,,7.0,4.0
z+pJx7dPGI9Obb8tFXzDwLtECueA6DH+BFrtku28MDE=,1,,,,,
z+kFvhpS/sptyqRN/YoB0JvvCST+LHBrUKj5T5heWUc=,1,1.0,,,4.0,1.0
z+dUPGfwwbmReADzgZufY5K5bbCSF6aQsFDYqqUSFJs=,1,13.0,16.0,male,3.0,5.0
z+d05lZr+xHrAQ8nx0UK0JzwOhbMO0C1YsONlNtUXJw=,1,4.0,24.0,female,9.0,12.0
z+UurUe1h7cm5ZxMQw7VgDNQUNNLoq/tfKzVlS2sm0k=,1,13.0,26.0,female,3.0,2.0
z+OoIbJqZmwFYuOVdUyUKXQ+oTMwpETLjPP2Uorm/v8=,1,22.0,26.0,male,3.0,2.0
yzzKcJQWifpk2tVDCObf0+/Ojya+H89B9yllYxUd+aU=,1,1.0,,,4.0,2.0
yzt6OZ8J77puV3QdBSylt/d91WvFzHbeVMzUqN2Bdvs=,1,1.0,,,7.0,3.0
yzs62EMwtscrib1qZ6QWyD/HyATkHkWWYRuJqWNd6ts=,1,1.0,,,7.0,3.0
yzqMKstMbMbstrbnNQAw/essoVrqusg8j5Uf/1Bh8vI=,1,22.0,21.0,male,3.0,2.0
yziRs/IolAyYVHBY/u7P1nCsYlCW+U1luH8c4KN4qtc=,1,22.0,23.0,female,3.0,3.0
yzgsHZT8P7i3Gqo8IRGtShuvWKTE5gaY97/S/biJVeg=,1,13.0,21.0,female,3.0,4.0
yzfR0QIAtit2Vzsf/3xIiP9/APXoa6sE+vgtJWoTbAY=,1,,,,,
yzdAGC151ZNwboTj6H3h903n7uKqU1IAeghkPKsWvvs=,1,14.0,18.0,male,4.0,1.0
yzc98RgFDoYiNK1ToyhGS+XGF4aOPgnCgC2eAES23Qc=,1,8.0,21.0,male,9.0,8.0
yzbjRIg82oKd7WyI1VXfDk8XvWysK5ReKwpAudbwAfc=,1,13.0,25.0,male,9.0,5.0
yzW8RG5oEGYrvG1recJjx9KbH0Cq6cygNkvRPLJFDY8=,1,12.0,23.0,male,9.0,7.0
yzThFlWNVo5wu9wKMW9+pR7nkyZOYznJ84mQoisxD94=,1,1.0,,,7.0,4.0
yzPIJNAVCt7z0ZAQmGjUYMMNvgvYna4nacoZ5hUaknQ=,1,1.0,,,7.0,1.0
yzMTKLbvz5PVW/H/5RJabYmBDtgIQWoWSmK3dEqvQ8c=,1,,,,,
yzJk8Fw5JLjrLxncjwVFgISLJiYqisgrfXJC+gV8VKU=,1,1.0,,,4.0,1.0
yz9aXjWvB9zclmC0MvLxTXvNZDmD87gV7Cq9BC/0RZE=,1,1.0,,male,3.0,3.0
yz6tNMxFCOsWGUMmLqhyRdZLmk7QnYM6ctjwi5nwews=,1,4.0,22.0,male,3.0,0.0
yz2YcGDNuEgcYejLSE4aEU9cJjCmwHYtp8oUuH/LpUo=,1,4.0,34.0,female,9.0,8.0
yyxWtugMvIes18dzlKa8vk/Luk3IB5rzT6yHIed+VZQ=,1,18.0,25.0,female,9.0,8.0
yyxSW7yadRA/3by2n9EbA0G6qcGE1VkVp/L9LqObFug=,1,22.0,28.0,male,9.0,1.0
yywM2/fBmQ3/MAmWVDWEtwTEHhTIFV3RRP7RAFW7F44=,1,1.0,,,7.0,1.0
yyw+J64eiB5fcJ2qJfigst+2951NSF3dW+IMbpRdVz8=,1,15.0,39.0,male,9.0,10.0
yyuaJ7xt5DHuec6yuTB6dnlGEAegPf4fDF6oP/nbc8E=,1,1.0,,,4.0,1.0
yykNjApTWSUrY0vs8Je8Qk5WUBZJhlXlpj4iNrhWTT4=,1,21.0,23.0,,9.0,2.0
yykA1a0p7FIGDSzqzLLH54mE1v2yIKKSdGTF3PsGl6g=,1,13.0,47.0,female,9.0,8.0
yygg0PCW51w9nD8ACBBe2VSwTAR6EWD/cVC4B1AOeyk=,1,4.0,29.0,male,9.0,8.0
yyLBKrBpujdhtoDFsG09TLZrGvzl2hECEoufP+Y6hws=,1,13.0,52.0,female,9.0,12.0
yyJcg6AHuMB2yGdiAsAuKh8WrBPMobK+G0B/bT/YGkY=,1,22.0,,,4.0,1.0
yyJM+QjDqHgBKUv/V7Ee7GwjzlzpDbERI169agQRThY=,1,22.0,29.0,male,9.0,8.0
yy8pTt52YjWkKKboUUktnvvrtbrsEacKJhFUx1yun1M=,1,13.0,35.0,male,9.0,6.0
yy1UO7FwMizFgT8OcjTwOQ2kr+sy8IZyHVszBqQ1BwQ=,1,12.0,22.0,female,3.0,5.0
yxzfoCO/jkHDvWpAjDU9WztMW+CBXbBUER0gyKb2950=,1,4.0,34.0,female,3.0,5.0
yxyiwUvyn+xR+mEWe+pueAwwAw2tolrWNQRb3M4CdaE=,1,1.0,,,4.0,2.0
yxyIIrOCIAebocoG5UKjYCkwQu+y+OyrTzHZYX0kTb8=,1,12.0,22.0,male,4.0,1.0
yxrqEiOJG4NtYtLXheu4gY3NHHHy7wzKrFadXxNouws=,1,5.0,21.0,female,4.0,1.0
yxkG5TcBJ6E95MTTai6lMurJu4L/YqyCIJVvbe/mwJY=,1,1.0,,,4.0,1.0
yxbYQ9BWpTdAz/ohSp1L4ptqij4dbPu4kGeNhpx+uVo=,1,,,,,
yxYE9oHTQv8VLl2T0A9T3YBO02EIl0taV4ByHUQGO/M=,1,,,,,
yxV6P244A2ii9GpwqOLbF73i5tZFLPXxUpAsAdXJmCY=,1,1.0,,,4.0,1.0
yxUidY6vYb8cvEE9yxKA5kc8NQnFPDy6F8emqiKRavM=,1,6.0,21.0,female,3.0,3.0
