msno,city,bd,gender,registered_via,registration_init_time
N3HxX5p3LIMpMNwQmZJWHcQIFPu8xQNDfNDigIhCOa4=,13,32,male,3,20130406
L/zztwWUz2wMltFe7/cX4R9dN7GI5gJZJlvkaujZxks=,1,0,,7,20150512
Ns4Fqe6QX4e4E+JYxW3VbBpLAYDt/0XF7co0yJfnSdo=,15,34,male,7,20100418
T2+9xElTE7Lh7RlExMUNAOg8shgo35EODd/msJQNYMY=,15,21,female,3,20140628
UHwl+CwNWAsFR6ubQm6MH/IEvZ9MvTxmm65T9XmaXr4=,5,18,,3,20130114
KhKioPi0U6S1/P1Cvgg057CkeR0sAwH9FoxjpMq2QaY=,5,22,male,9,20120805
O4w8X+7hXvyo2io+++2L/lKHgdvJ8Bx/8R8gv4X8C6U=,22,31,male,9,20070921
S3fidBVrALs7r9ii+Tu6MsfRxpC67ZI07+YdchAp1d0=,4,20,male,9,20161031
TeIhM6iQWuDL+4Asf7eUvQndT/jbkuEuprUhH0UXIEQ=,1,0,,7,20120208
SPk5/ALKnI7H4uyNIKGp5BogDYlaZAjhhT2mhS+XJTQ=,13,37,female,3,20121205
UKesfUG0237bt5NMEuORvTOldQ78XQzXXrBKtXQmPM0=,1,0,,7,20150413
TuwnM0w9GL8k6SH1MKwKDJ/ToTJRma1FOnxGjKtYrmk=,1,0,,7,20130118
S9GTz/YtRS3GX/B1vHI+7gRckneK884qYvxnwiSUyFk=,22,26,male,4,20160105
TOCd1ghxeHn+9yTP16+7nVurgA5M1+KozwqEOLsMohs=,8,24,male,7,20170126
Qlgd9aWOQpf//WnvIjDsEimlSp5PqSqZHpO+mdCIdt8=,1,0,,9,20150329
R2k4C7egPzzs+Ob3XS5f2t3gKiyxZlpDi+pCEsdrR44=,13,32,female,9,20150406
Q2CalTJraeSv8CQOLaVUkgrkLeazo1vWGE6A1cm68Qw=,4,39,female,9,20100427
T0ryF57gOMLCEYtKwQNxQuAo0METI0YxuBNK8pNkasM=,15,19,male,9,20150604
RnuNcOveByU/+AUYAvnz/uEK0jxtrcpfm8xw7ll7tLk=,1,0,,7,20150608
JstjfVBaiA34zo+MLF5rNNU1COFMZspT2NwbA6eInt0=,1,0,,7,20150711
TcVe+or+PAVMSCEu8IH8bjIxfDgWYcmEsChhATnCANs=,4,20,male,4,20170113
Py6NTJ6rYTGLJEjBSaKaIXTu7E/ZaVjD0fj+56zYC3w=,12,32,male,9,20070409
KI+fV22umrLl+73J1vHz2Ix0IJap2mIfxQiI9y9+0u0=,5,40,female,9,20120209
Tm5PpJagGXOS2czNT5tg5bQiyI6VP7U71a5cR3WqnAQ=,4,30,female,9,20081213
PN4CSHbGTtsAOrmxtZCIRbVWtmjxNqr04EUNjy/em60=,1,0,,7,20111214
Kbu5XUQuLAB+sr3voVwznUFBIDvZ9IiZx0punEn96LA=,1,0,,7,20130711
SXiT00A8eNEDUz+aEesrWWcqKUHv0+p6I2unN+YOtpY=,1,0,,7,20160921
R6W9r1gM9lNovhJj/PUjGbTv1xOJL9dR8hUd6ggGPZs=,1,0,,7,20161022
URdAzCZo/hsWrcdQ+oV/SBpZKTOBcabRnucExHwx8vQ=,1,0,,7,20160414
RifQorNDgOT8L9VQOfulVSaDltTHynDLudoRkYXCZ10=,15,34,male,7,20120810
Kedu9mepciJtSDP0FhTwF/YiD7bbcjpHYWJObLoExD4=,12,18,female,4,20160127
MywD/9FhmKYTt2FnDwxU/xORxN5qIbQNPMkJWHbrtfk=,6,48,male,3,20130310
TxhjQpxtomHBR9ArUmpjHEa+AOTYcy4kQHlhQ8jzw3k=,22,33,male,9,20100313
NmlgDSRZQUn7+JcvwZ8/JBDzOjCTXnbt62xgJf3x+6M=,21,34,male,9,20060830
JrV842QkFmL9z3MZnuop27Y2SY5T3U6/ymP3bVPzpOE=,18,21,male,9,20140424
TEAPmZYeeOgFKtOunXGbPrP0i0pEOM8wfjNq4DyeKK8=,1,0,,7,20160210
Ob6tG+0RhVo0Iwc6cEA8lQf+e5Lj1JVptNch4Fr37L4=,1,0,,7,20131220
SL6nAAfQYCN5cxwudCcVXdmXwGja0OHt7E1iqBwCppQ=,8,33,male,9,20150921
P5xNt4DZsH6ir+vAbcwFiTwFf81PkI6MEgacOMln6Ns=,1,0,,7,20110603
NnLgT9VXBXCyhubkMQirm1Ns+xjiq+4v6zHmbaxfd+Y=,13,21,male,3,20111214
ULI579RpYg+PLlnD5fEqnvUNkMscvWiFDf5Hq9dY6sk=,5,29,male,7,20111228
LFiQsZNV5BAx8djYpg/YSqBOxJEuZWx0vSTX9YPWnfk=,13,27,,9,20150108
R+mZHaUrlXrFCbrzmXvPFin4T9bRSURJFuizLnPXntI=,8,18,male,3,20160123
KHIKky7lu8u8uEhogZxbHFnxNEYNmUW9cTcdW0oojQI=,1,0,,7,20140628
N3J6Ecq7e6HjC3pk2rFVbpjso4ZgP9uqLQX8jRZyM+k=,1,0,,4,20151206
NMbH/LSv5Ij2UUHEWZqJ4CXpP3mrjDXE2tM6UB+i+zQ=,1,0,,7,20130528
LQcrVstRLqupscwNI7qhnjBJNlux4ZyBzIub6XkgxqU=,5,23,female,7,20130630
RrXDzh34BJK50hd4OH5uMQKzb4e3/zczUdB1Ox6Akck=,4,32,male,9,20160831
O1DqXmDPrxqiwcCoSVPkHqoMannM3oLHoVCi6ZH7g20=,1,0,,7,20151110
O5hhsp11y67Yy61lMlKsGgzajkMiIrHUKD1aYInPQGI=,1,0,,9,20150508
JsfI6bh/EGfQkAkPkbzTUi9QZbTV386ZlWgBx1GweU4=,18,20,female,3,20150514
LN2FfLl8uw96gjLFTYU3MBVT5r3HzRXGaYqIuWbBCMg=,1,0,,7,20160718
JnX1dTo0X5m3E506sGZ8ekNy/2u3Phau+JkNJnnc1EU=,8,0,,3,20131116
PQvrzyZ5jMj62XsU9gz/sMZx5Ohs3Vu9dbwSSTSVj5M=,13,0,,3,20131009
M5OuO2UNC4CuIM0by3Oe2vZM6LGXWzCluAHl4jpQssk=,5,39,male,9,20110624
Ny3KBjU6ELvLIow7wxvDCIf2Onkiw2QZAmELGVKF/QM=,1,0,,7,20161124
PS3l/NlWVDteYPJiLzcPL3VX2/hf1N+g/bwuDu2r1GQ=,1,0,,7,20140224
Pq3CpIJvtc1Z3E0lv6gxDMhcVRENPPH2+trWvXrEDJk=,1,0,,7,20120723
UrI/b5ZYq/VDs6LfNpfmaRkXZ+Saqam8FnDilQnLzcg=,15,34,male,9,20120819
RQzqIuu6ZJ0w0EAZjCSQ5xa3z7fAK/MIGwrO+kKLSww=,5,25,female,9,20131013
K5TLuhmOPFJScFGSJ7DIo5wBRHHdGy0frpdDJ8ox8Ro=,16,26,female,9,20131021
NTIgYmJ26RT5BTlZhHvXp/Aie5tEseeRdARMRk9NHMc=,1,22,male,3,20170122
RRR3z6dSvAcX0Mjlw5PNTA5aIJqVu8G6MxytTEb/7ls=,5,27,male,3,20151014
ObIK5/UB68GcMVwFWmc0nqZgNK6YQAbBsgBHkTQPthU=,13,23,male,9,20100223
SIsFVUmtNg8Yec0RtWxCyQDzjekNcEKUJvjoIofvQN0=,1,0,,7,20130810
Szs+bCfdQoIg+H62dWuubZeRAM43Dwx1qkfZOcjrJMc=,5,35,female,9,20100531
MlyhErYLIn1rmSW10sfg9U5kqsQCmlgPlDyPeQ+pHJc=,1,17,male,4,20151121
MK5oqTcLNee9ZoLj83gwfHdatKDqSY+dPBRvguUEi6g=,1,0,,7,20151112
UBZ/CaFq6e6Tz1oQzVCg7n+GhS5fXRk7HjxE/4R5V0Y=,14,30,male,3,20140528
UWq5a21XpVz9H9zDPqhQoE9Z1V8c4u+DZJqgVUMUVJg=,22,28,female,9,20081019
NiyFU+2qhJyMBfZpGiaW9d8ip2LzOWBMy4wMypLcd1Q=,4,20,male,9,20081206
PNA1jbYDUtYghEGLaSeR5ugp6YLXRyCn/Gold/YO/y4=,5,0,,7,20160117
NfACfYlXludVRWxxg1+LiXxoifNBYV/VlKOpd/moQEU=,13,0,,9,20110809
SVcXk6aNSedxpUpVyFC60OOmVMJgeCLiDaRJE2RHVJU=,1,0,,7,20131110
O7KFVrQaIdPo6XG44uOQtyjY29CpLw1Xb30OmHOexZU=,1,0,,7,20160118
U7272XVbF6VvTkaBooNcj0vhCLD4IXzuhDzenTbPhRc=,1,0,,7,20160202
P0/XOKeq1mU5QRKZQc/8ySIttvZsy5ngWfd3WztKjD4=,4,18,male,9,20160925
PHAUbzx1pxqrQeC6epz4cSnuxh5Dsg/0FutZCmm2Mcc=,13,33,male,9,20110204
S7nOPTt05feJ3RtKFDeNt/QijpXl8Lcl/EDTHUfxeSM=,4,18,female,9,20140811
NK8v2dVyCnjR1BsPPKMWdRhP/2zy+nCIbAyJFlCsuwg=,9,29,male,7,20101018
S6/RGsKTAtburOE7zlKLB8FlNWuyZYp5OFUOYjEQxoY=,1,0,,7,20160405
UGZwMEm6UTOnCZMreAaQXtg2nbTXeFUvgzhXoKk57+g=,1,0,,7,20110914
KMJ3WaY7U8sdATQpeChp64wZyGOXmVn7uV7azF78mqI=,1,21,male,3,20160312
OZfUMO/xtHZKyQmgzzio+cL/mr6wekm1xLSqHiFxEMM=,4,28,male,9,20080927
RiwaqmbgqLZnG5FWFaKsJYPZ2ixgmZJuAzFRL9qVKyw=,1,0,,4,20161011
PAB8WHmgjLb88vkAOx7PZPLSd+VQ+8u7rGXCdMebT+A=,1,0,,3,20130504
NOre0d6IROT2hGw/JrLcvP2ZiVvxUQaJGPZUYMZfUp4=,1,0,,7,20160218
LPR/kiaxYjevNOf/cbxIseoHwTRDoDEiwT/rvJvUeks=,9,32,female,9,20040330
QTQMpqtplWZ8r9pQtAqMGZShi0w/MUDlmvSdCUDJtq4=,10,35,female,9,20101104
KuFDoSaegW2KLIhk1UqGKFsx3mZKyk0ySYpplkabA+I=,1,0,,7,20131010
PobtxgdL0MEAR08DH/+QPq8GurITmSNwSUuBxtj4Wus=,8,20,male,9,20160917
UgXGvKXlekim8vTXrt0AnVEQ4iRYFzKxi8EL5xohsJk=,1,0,,7,20120605
QHBV7gu2KxGz/eI9ctYvwXYNgSOsGdKJVqNZ93oNntk=,15,31,female,9,20120701
PUYUHJugVPBF+4BUKARXSHWljCGLno+qXx5S6GM9bn4=,4,25,male,9,20061230
SZFjVNcF6OuUjYnsbiJFob5kk3Q/dYC9Yh4jqVqOQXY=,1,0,,7,20150709
SkPuduszzricDchzPkgUxcAyuTCB72fMm7dj2a5yvBg=,1,0,,7,20140826
NlG1gEOzsJ2BWVAGje+EDim/bSKGWrwGKaai7PTqoxU=,13,32,male,9,20101004
NoFYvyBHHsaAsm+CkaHSVvy08mEBQweDL7vYDLr2X4I=,1,0,,7,20131220
N030yOl5EcCC8Vapdn1YJ2X4tw1WtUlnmKEQ0gEFKDo=,1,0,,7,20140101
Ug5sVFK2cwI+smqAz72MuJvYA1yloMvZg39DQFuoJG4=,14,34,male,9,20040327
QXjnx/Lotzq4rVQ5VVA3B1tkh7nNYGanjcJj+wetbrY=,13,37,female,9,20050223
Q//q8LW8P1MFxarUUjQspqNmmzzlsNdokbGE8XCkjkU=,13,32,female,9,20050303
Kycl+MDiy0gmJWzydX0FwXyy0JnKDieX3DelWsVGYd4=,22,19,female,3,20150522
StrWTilI1Xu/wxQ3IWarSAR+TU9S2IwWsKwtSCDJJ4k=,22,46,female,3,20120819
JxdeFyvGP7Eqhuv3jZNsPHXh7X4tq4TOd8/WZ0S5KjA=,13,31,male,3,20120913
Mlecuh1I7Qix9QtVdCSngWEaA28Y5JZJNHEvFnWDbtI=,12,29,male,3,20130217
SoBIGOLrrJZkylKKlb+5mX0/L/Dg8b1HyS30OjKbtH4=,14,27,male,7,20130307
RSNdNz6szY7fpSb71KAEzChbNRskURm53pXWJ77sLpE=,1,0,,7,20130710
LCr2DJel/LGq/aVI0ieUr8ZvkHN2JoFqyFxJeUWh9Ow=,13,39,female,9,20050915
UPTo444VhNflp/xjpZxDE75o37KBmzxs9n32GpucPm4=,1,0,,7,20131124
MjIdb0erlBHyRkFjOBpp7ewQVK51Cb8Vi0okoh0JPug=,13,24,female,9,20080909
KwGwZji6BstRzdMXLgPODMtkZ9oYqlg2BJgRhCx9wPI=,8,23,female,7,20130404
T8QqzKF2qnQYFKUYAhTBJnanrqdwCK7N6MMjJFkJuE0=,1,0,,7,20160301
PN9sHKJigscKllGw7URQSwJ8afb2kSWLVBQZvwL11FY=,6,22,female,3,20130515
Rdvbbkx0WiFPHoenfNKlIbVoiJhEgwYtrkFT+2bi0gs=,1,0,,7,20160722
MByDMj6BUFBj6h6fmvDv7dpycAPKcg1JT8igj3wWpxY=,8,0,,3,20130216
M12JvtBwqaWMlCCZts5UQjuFTVvVptwJLXPEW8xS1MM=,9,29,,7,20121118
Rd8U5kU3UQ6pfk2uleyv2WtEPsLdViRsTxKVwIQbMpk=,1,0,,7,20140826
R8hqXK2NwggCdngpB/3Wwv8Nlum5e8bkYMIErwcQ+2k=,6,27,female,9,20120909
RML1oSoYdaZJ0zXt47jiFShfnhBt+rhTEzoAYZB7MYk=,1,0,,9,20160718
QjSz2IFGwKu/kXbpSjduZKJ99jX5NMKQZxpr8k7Rr8A=,5,17,male,9,20110504
N0Qays16q6d2LRT1aDL6sBhequs/SvqFhha3CRUjpWk=,1,0,,9,20150119
JoNYGvKvh+xcMC5ieGVsOW6DHyhKplPU18wtD9xlQfA=,1,0,,4,20160817
UzO5hRbjL8rHB5GTqlMVxVz5J/w1PZRqiW9S62seFEE=,4,0,,9,20140227
RupfrA5C9klDR895uPX796+MslZ/kXxHTbSu+AFMoTY=,1,0,,3,20140228
LWv2bcGcB2YUOvWOr+40QDf04zOo+/WVRFwkJfH7p24=,1,0,,7,20130731
NiqH9vmkmyD4KDHmtHnLWYUY09K4wwb43hMXhMzvViU=,6,35,female,9,20140327
U10s5KXeoSy2Wwlqc+FsVsw8Ccov2YcVBknA+4XRn1I=,1,0,,3,20140414
NzcgG3v5NCj2qbHMu0czRpbX9btDxdh+/qwDMQBqhOI=,6,25,male,9,20061006
R1YTtiAJif1p6bhuUhuFv8PJXS/EJdKY92kJ1+F+OkE=,1,0,,7,20150718
NmH7RLBsFdXfb9pOnTrKPeJU0k9HwtIJKML2DXqVMLU=,1,0,,7,20130117
KAwVFB6l8CkA9RVuYfhSvOTCHvsQa4rYs87aggQld6A=,1,0,,7,20130222
OR4h0ro074FPMpmTJE/UthGY7bVxZjk3NFoNgcFtR4A=,1,0,,7,20151213
TGkfyFZYlk1Hs+rIFSRArJPnbIrXw4jqSJaKv1PlKi4=,1,0,,7,20160101
QCZzVk4lEJae0ClAlJkkartTzLzjQfed7S7ofQTzpwo=,13,17,male,3,20140924
SAMir1UxLlFllvH2VtuppY/BjZpgCDa7iKbeJ3FV+14=,1,0,,7,20130806
RMJJqlRoWV/2dEwSPUY6/KH+XphqYM8vPvLrGRQ+icM=,1,0,,7,20130902
PlvDCkHwasov/HWEFkowgd9OiLhNNKHWO8dWCDfH9gI=,1,0,,7,20131216
Kz8fM3JqpyXBTCjs+5z2UMd3uW1wGqNKeYgXt7yKkU0=,1,0,,7,20130615
KhCsQrftLL6wxq1WaDiWzI1WlfdBNZtDOWKH7j8i8bg=,1,0,,9,20161017
Lg4oiPXYBzNSWL9fLOfK8UHJe0DUkFsbD/QsVoP70RQ=,15,22,male,3,20130410
QX9CV+D+qdMj1930B6BRbvXpzBdoEk8EsQRD/xKlgvQ=,15,0,,3,20130415
LaxPymQbYDmFI5rwW4WUuCH12DWf3hrRmqaUfOaYXwA=,22,48,female,7,20130511
Tp1ZPtfIuS7XyvBIgdZ7HsuPPayp/IDL6Lp7Ykj0u+c=,1,0,,7,20130613
OFvUg6QJFGEgHkXVLI0LHwYCMlQj+vuCTbBaybSFjk8=,12,27,male,3,20130423
Q1+lstGunFm7IXusrMvU5E1jjYTcjWQqqunR3vj2RLw=,1,0,,7,20130627
Li/tAj1+oWumgrV49fYIj0zT/U/M+guuIpC9zIlyhwE=,13,23,male,3,20130710
NpWfdtLbwcN+k7K5PjDkzbkPNRFCRoR7gmYTW+66K9s=,1,0,,7,20150918
LNHmVPCbJ9laAFwUYygb7GH7or8V26QpbR+oiO0OeIc=,15,26,female,7,20131206
O/r+p/KAM0h8Qx634QYHE2e3tMemSGv0Kn61Jf5o/eI=,20,27,female,9,20070714
RvshiDQPQgRKYITTufmf62pR2OqCxuz6KI6pA3a2R/w=,1,0,,9,20140822
Svgr8ku+o1YEI7oI/ma/hFHhnWnIMajLrEL3zxxS25Q=,1,0,,7,20150913
KtRMqKQ2RizCUAnmkvPp/vF0J3XAw2xEKYWnll4zzf4=,9,44,male,7,20150429
TqMh+3coZ6L2vca8MIM3QXaovyrJI9BizpValeOYKq8=,11,60,male,9,20070930
RbMHacB3En2TvwDSe7b63UNCjAe3Ar+porq69Ih6cIc=,1,0,,7,20161217
PBUk/Tsi7OBNvfJh/j+92/BuN/Z0bP7jqCl+7LqKAsI=,13,29,female,3,20120322
Jnc2PpnzQxgHg/UQfNE7/7LXmRvGA4gxdIuxLY7YRII=,5,24,female,3,20150918
MR2V/wckj7CfWefcq9FNUWP8IwryZ5LNIgFh28LwFA8=,13,50,female,9,20150927
RJcVauHoCAbkgxdIH1tPFudN2A+BLNCUbDlp2ULED78=,21,23,female,7,20130514
NaFttGuRVuJx2AsGRzCC3ZXJfGCANwqBaxw6FTHylcM=,22,31,male,7,20130524
NkvUTVm1gP73e1IbDYKzq9kMH2p7ATr3gufNN2Nu/WQ=,13,29,male,3,20130621
QFJtmhkMMJkwjINHorP1UTSH3jz2NF/MANRpy4D1UXg=,1,0,,7,20130627
TiGJ5PmF86ICP4+XnaLbf9kj0BpFCnmdyHN6qTBu5L4=,13,29,male,9,20060316
QuTc81iS3e8Bkyr5AFt+dMzoP+NxaIqBNcmmj6tGJlY=,5,28,female,9,20100724
Jrw7qZ4DIAKq1UPjQB5zUnNYvrUpvTZ77+a9Haz+WW4=,1,0,,7,20100727
R+4Ru1WRAfMK0y8Z4KYLMD2mdyEg1/R/Qn8AZeHYvZI=,1,0,,7,20101213
L0jcUNlh5wPquO3kYcFiqCLjsYnCQys+rIOQ6ou5sVA=,1,0,,7,20141020
TY2bCIVoqYprlsXYoFxIIORFiMXC5jYNwISJnEKX1bY=,9,27,male,9,20111215
Lyc0jxxs/PeCrzKIN+XvzW6y8vnfrmTkJdRTEefaBok=,1,0,,7,20111223
TZaqJkCJ3YIoJhLo+mGFhSUa5D4UfodGyN00n4n4AQc=,15,22,female,9,20120720
Meh+fXQ0LdSzNSoy1gfnq0MBnsEb3F2U0tr7dYdhmao=,1,0,,7,20110315
LIH8uu5X754MnJg/WlDPGl9UP9s8jN3xZYAhuje30po=,13,28,male,9,20110322
S4KR8Sozm9ro4b2xFwA/5LNYldhLMUU2EyX5hwcSmdw=,4,34,female,9,20091101
QzeMwwHPCQvQYyuCsjjSOADWNaN5pnmwpISMCFBTHjc=,22,22,male,3,20150422
RN3rokCwx+9cx4gEzN4QpHpZSut5c0+8yrbtk8vVVBQ=,1,0,,9,20161201
TQWm9rOA9RICgbS+HnBp5BvqNSDltCyYRxKRK7z2URI=,1,0,,7,20161122
NQpS3Z/fUDx+z9CjR9JfA3b2GhkMpqB7Nh50UH0j2ws=,15,36,female,9,20110809
TrabHu2v46XGQghW0GeUnmTNvvFXmprNbDgqegraBq8=,22,25,male,3,20141102
MISurEIuZqOtAf7FPuTaU3MKB+3G7jTo+JhD/sBnCT8=,4,39,male,9,20141211
KuedF2knEhnvxP8nenLTN+aHPwbnu8WCp6VrOO/t5SU=,14,20,male,9,20130217
OOPwAblzRJFQU7//QVSpWBltGTAh34jbqm5WOaDzMNg=,13,26,female,9,20150513
OjAgMr+wijwh+WLXWTnJDJyQbkHdbXVt9AM61cqKxEo=,12,29,male,9,20040918
P+RYFiYUjWbwJcBcj/nYU3iqYsCsuYrVMpURRdpeU2o=,4,38,female,9,20050722
KvFVjlhzyqdH6n9jjWIZw6ylsCAtALdu0AAuZ5T8Ot0=,15,27,female,3,20150331
MLs/H43Izo+vmnrePdI4h6WQtDIdGC+Ia4T68pz7BYo=,1,0,,7,20150714
SVJZDNvkRRZDGjT9RUqcPA+zgjaHeGYURqnuzTLUOMQ=,1,0,,7,20150806
NcFZFG6CRoSrvBCM8Npqdx3wyW2AaBUxRIY8jtJnsn0=,1,0,,7,20150809
UFNkYEGcnoaqE/GKslPoHirpaY0d/7hrXFaJokcnDYA=,5,19,,9,20150118
PoVm3+4S8D9s3j091gPUAR24j0Pdgpkj1nc2HuXLjco=,4,31,male,9,20150113
QKTLAIUpeiNG2AlTrLBuc96dgC0er0FVoFiTWshPNwM=,15,22,female,9,20130909
L3RUylFVGmpuARwkGothCVrnO9hVxpb2sPKnjQlwYAo=,1,0,,7,20161109
RQCk7DqocozzYvbRA780nFE3s9HbVZmNgAX4eM5hsdM=,1,0,,7,20130525
PB7XncTVaXrWRnxthH1qKutPLWFEV4lShQUCtku0/Ug=,1,0,,7,20130706
KkWrUe0BY4Ioz2IJiWb3/fLo+TxENlun2tuugBKx3dY=,6,17,female,9,20160409
Npd4kGv1W0lZjNf1T73574JkZ3xmuZLs+2BadiOwRo8=,5,49,female,7,20100531
Rjj2/Sshdu2zeM2oV5kKC/JeSk0MXWrPxBQgKuqLJZU=,1,0,,7,20140402
KwKKxYTXiIQSb6ktos23i9VH8V0EAClMm16/ZW2Y8Tw=,13,17,female,7,20161225
U0C3gHMfAH6sXU2gkXf9Q6jnG8B5ZrVpy4RkdetBCI8=,1,0,,7,20130126
Qj3ArBW4iN7gxY8acIwyiy0DV5y27ii2jt5Gk2pSL7k=,1,0,,9,20130127
Mkku9tpnl+6u9rQSXH51fzLufnS5JVUtlSgQvlkxw3Q=,5,48,female,3,20121229
QxozkJP5Z0EuDm6ORPv344c51qU7LKlUSYwxnGLUoxg=,5,0,,9,20120102
URHkvYUeanAMPw0Cmd3J/XaynDNktvMT8cv01nghgFM=,1,0,,9,20141115
RmdqYScQncWIhF6sSNOrecOBsEfJlGj2Hm5UhkwoZEg=,5,28,male,9,20141121
TOd2mHXb1yPCWqCWkK1I+tXAjL5GUfbgmvOHJS82Mk8=,13,21,female,4,20151120
UiXcB1tavb34gws9nPHNVVRWbA/QW/6FnrDaO9Vl5yU=,6,26,male,3,20121114
QHkNsZWqzMM4XecN3FzDC9FCn3dSD4F6Njx+PFWYxMk=,13,0,,7,20140807
UB2j2K10ElItVj0FA11e5nx6NFm+tkPLJedZ33IHkJk=,4,32,male,9,20140911
NMFNydrkt2VftL3UC9Is00m9+ijFNHvONLRj/cMayn4=,1,0,,7,20161208
P6GspNmgV5C8CZAkt5ceLdDGoA0R+hZ/C5j3QcJggg0=,4,0,,9,20121206
S5+hNhu4PXSAF0RnuHbbL2nac6E8uBEmDY89dFBeN04=,1,0,,7,20160116
SbC/+qaDG0J01gPc+nhkas1kKTDhkRc0P9kAAzRRa5k=,13,25,male,9,20070401
MpH7NTCis90hWo2c9Yu6kQStB/lhPRat25avULTodTw=,1,20,female,3,20150604
MGdFsD2wgwAXXUB/0GOP987z2JKmUeD1j4vVubpZvYU=,1,0,,7,20160619
QS/CvwwzzW6i1VoSotELP7vIgJBg8EbNzdyX5NJXJb4=,13,0,,4,20160701
O9Y2q4yGCVYRGqaXji3cqKjEWjdbXVhjZjKF5ymSVnA=,1,0,,7,20160705
Q/hHxgBkdKyEdA4in1JXVqLMwYU8Tn65ePz/27CYRvM=,1,0,,7,20101016
KeXtza5oNm8nYxMyhIf8Adc9HbYHchDsSvb8Zg9GDz0=,1,0,,7,20160717
Ty8Z9o6pJFNir2D5Gbks9hRXBWXKbpP4S1BtkRwn73A=,1,0,,7,20150816
QMsHdDttNBiCIadEb/166OSxDni8hWDL20VzkedM3R0=,4,32,female,3,20151008
KM2qkcz/EWXgi51g78xblWZVzvIY0XGjGbcGQFHNfjc=,4,0,,9,20150415
OzjnIdDRFw7PO1mqlcKNh9rFwCBLYnpVDdmf8kkxEmg=,5,20,male,3,20130310
N5mOqiUh78ev4yANwZY5s3zmFBFsy4tLbPIZfL6rxrQ=,1,31,male,7,20130318
L/V+hI6Kq1JGFPE0O9hiC3/G4d8PIBOpYXs2D7Zupaw=,1,0,,7,20130612
Qh6SWpZ8KTU7CTzbGAomXGeSkIK5/6SZ8KVHmmryJtE=,5,22,male,9,20150927
LmJR7THPuMTTZ/Mbigtkb8oNZx+E6usaW4DhMsNOARo=,5,27,male,7,20150212
OUEQHEoKDs2Tl7itSQbEni6ACBuurJ8aSmJzAxns4rY=,1,0,,9,20150713
NscAQ0FMAIDcmtZoSRK65l7R+8eFK9TvN8g1cNqgOC4=,5,35,female,3,20150801
LNEL+AHPrIUHH0yVhIGN4f+irwdHJh6WVxsOHOSssPg=,15,42,female,9,20060521
M7qpV3A4pce+R7rxReaMP/vSAvRjp1U3mAD/X2YvH6c=,5,40,female,9,20070127
UdXrp+/LvJZF41k5CG8GE8QalVg4MDe+9bdsXcuFkX0=,5,40,female,7,20130406
Plzvs2wjrPbhSZHVWxIztQHzTLtNcGiJEl4AbRlLjdE=,21,26,male,3,20131205
SUqX0/c8j2/w12Pw1S4yRM6YGHJMsKvYpNgK/dicqNw=,4,40,female,3,20160818
KlGPoAv8lC0qayBVOZdfC0RezF6/Or019hcMUvyf+Q0=,1,0,,9,20150309
RTzo53HfyM+v+bCd4RFjk8JYE5W9eCFZd1JILMbvBiQ=,5,24,female,9,20150329
K+WcwXeeC65wXSlIU2VJIOUMISmzi5WPvC1IrMcLUTI=,17,30,male,9,20131019
LQCDyWPfhU4mz1OEHRpJkmoYagvrThUlgodQjRDdaqg=,1,0,,9,20140927
TeDRK/4pTGlhZTQmpm925prf/SPje3HglGYk9DB4928=,1,0,,7,20150810
JvKQ2krhxpM67YB5sQjiMf6t7CanUL/Pq/i9YLEhtFA=,5,23,female,3,20150811
TprKjiotzoOOQUVp+eRXVX7qkLfZSZkvoX1gjuKenes=,1,0,,7,20160226
M4kEInWDsOBKlLMcRZhtahADn+ClYjjkGMgavfHp3A4=,1,0,,7,20140224
MUmUeU4Mdw/jXV807lbfidX3BzdpwCtzHQVkgX9gfVU=,13,27,female,3,20161017
Rvr/950Kghb/oaBfLk8v4g1tq7E6bCUGEZD/MLIEIsQ=,1,0,,7,20160824
O8eAYv0waX3SnsIYfS6pdUSLEczf5sMJ/1wuzP+HOS8=,22,28,female,9,20081027
Qp4ed4r5ODH4vRIugtT4whWJNklrkOz0sR9u7t8Dk5A=,1,0,,7,20131120
UqoUNOXL8nClkMXTLW8k3HIGNUOIFszW9g8ZytKWqjU=,13,20,female,9,20150318
OjxUF60zcABFxS+yx1K3aHikfJD6LT0HK0ONkfCUIxI=,22,17,male,3,20121125
MLAZsx6d8TVdgU5LGDQxI0SzwebGCvNJ3xtH5b3dv0E=,11,23,male,3,20130101
QhPPyOtm9M6LG9MepzGA2qHg8JGkX1TbMrFPS0i/gWg=,1,0,,4,20160713
SelZfUUtY7FZpzbcXTBZxO3P6cS8uPmgmnrYbcA7AHw=,17,24,male,9,20141009
RTarNLxfRnpT7Sk5jHdHlD+JYQTwMqYIG/YWjF4TdY0=,15,26,female,7,20160725
RsfHCbKh2nQUiKO4DP4WPQJhylbn6/QjHyKK+lWtqpc=,10,38,male,9,20100717
RFMQ2Y5caQkKrf4WnbtkGSexA26UbAIGOIUDMot59wI=,5,37,male,9,20141125
Uke+NRIthg95O3N0niU4xHnjwidcfXyqZBe6zFFk2cw=,5,36,female,9,20110419
TVW22Tm97bY0t0bdzz5yqcBvUKABIs7dyMecPcscsxk=,13,0,female,9,20040329
UwoVMZ5/cSszxwkScIPlg4vpoGOym4H+ptkhSkfw4nA=,1,0,,7,20140926
