msno,city,bd,gender,registered_via,days,season
6Ie57pCSNt3TdUHQ8L3fiIV8iFCW1hYNJE57EDCNmmk=,13,43.0,female,4,1,1
KYNcZ8pYY5RQVnESRmE5tmXxj4DWqrm72QuFmPbE3Ds=,1,,,7,1,4
bnKfAsG205hAC2HupCwZt47DmT8CmYvuZbiasxefNdE=,1,,,7,2,3
SdMM4gKFIuRc29mhS4FzHkC0vsLQ8qwqpzMdwQiWo58=,13,26.0,male,3,2,2
WTccLLcO40X4e7sd9KIlfJo+UTcp9RTf5Nulr0TnWqM=,1,,,4,3,1
eP4YcNzEVr/mRriDsFInqf/X14YkhAs3fFhEgqHnNMQ=,1,,,7,2,1
cymlAcxIFCVZYP5Zv9mZZ0voCcQtRZGPRZC4CY3KwP0=,13,19.0,female,9,3,1
ISkCVOUbSiF8MoOZUAtYEHK/s8sOzJsr/qQL1xuJeQ8=,22,68.0,male,7,1,2
xVnkt6RD6dD3w8vOAFXV0xehvVOL9U41K8Zy46kZsjc=,5,24.0,female,9,1,3
EIlygJluqVtABZ5NP6S+u5ll34i/jwjx9mGuLm168ZE=,1,,,7,1,1
Udur6uwkTmqhTp6Tsa73kiWLFwI9ubaWvrsZYAv+pcM=,1,,,7,3,3
4qgnlq/snifLmwOBDecGT0WBJLnciOHUuB01L/6s0Qs=,1,,,7,1,2
Q3pPnPvaXJVa7qYC1Azv4WgYZrUHagL740d0mfCoUCQ=,1,,,7,1,2
DbpUln6eo7j+VFLNeh4c1RLTwUcYM4DdMCLTWyL17z0=,1,,,7,1,2
2uEd0oDAeYeU+Lpwi9Ogu6mfQGJWBMj4X4BV1Riw78g=,4,,,3,2,2
02Fx7zzQMttgEDCwijkhQr5UZDYJOS6OmF8vz2kctTs=,1,,,7,3,4
wEv9Y7yeEDajrmGsNhFJgBvPBh/ve4RU0LrVGO5+hco=,1,,,4,1,3
4hII+qc4gZ5UZTYMtVdmXwrGxQfXEDpCoVtogwPq5+A=,1,,,4,1,1
glQtC/n2pUAb+07b4a5douEDN3zG2iNPADNQz1vwRgQ=,1,,,7,1,1
1R8n92u4rAqqk3q+fmSaN7rIFKqPvwkgoFn4OGbrsXY=,6,27.0,male,9,1,2
SRi9v7VJ38bc2PLLsoK2OaAnQCaGYVZoi4N6kNxW8t0=,14,36.0,male,9,2,2
jOPTrhnGPiXT5v8X8WMOz+su9quoOtEMsn41WCIXBfM=,13,25.0,male,9,3,2
P01FV0l2XCf2dlOh8k7K1GAcs84/F7MzBMfgIXiklCw=,15,25.0,female,9,2,2
t8yZT2tmHHxfkY44wldYFgzwJweAhVui0nVwHNxes30=,14,37.0,male,3,2,2
FLAStkSEVVuC7Z2xyfPbh83QP8Pz7pBHNmboaMwaTtA=,1,,,4,1,4
4zWYyao2KUIVJnhRrZFNLgXQkMJaPIv4RvxgaLDQzEY=,1,,,7,2,2
Ys1FFseujGPE8RSjSK62vcBnyqw73eQzFcB9bziRchc=,18,21.0,female,9,1,4
bVyxx8go8mUBxIcr3SovfWOy/Ls4MO/JBj46lYm1KU0=,1,,,7,1,1
+oj6mEQvo9Eo6pkEV07ERnS9gt41lDtiiM3sMrLqezQ=,1,,,7,1,1
qiPxaR6zzx8kX+kNBBkW+/qvWOyw6gzFETxIziFBkXE=,15,29.0,female,7,2,1
nePTk2wQZkZgCo8dNczDw+VfrgzH7+BPcIHAGqLrO/I=,5,22.0,male,3,1,1
wj5s8dqg7BZwBhtmySOYsR23iBT24LwsviXTdRzwI4s=,14,27.0,male,9,3,3
Aa6T9fiCie2M1mM+NUrxgM1bXCTegBkiw2zLfRITZdo=,18,35.0,male,9,2,4
OI6DAjxsPBnBgCPRbs7L9ZeXubZBN+ItaknlQTnB1Wk=,1,,,7,1,1
snOAdannOH5R0NUzraB6eTlu6NUgDcLIWIMd68Hjreg=,1,,,7,1,3
UmAaHzvj5MYHp/pdJDo1L59PpH6aLajIS+N3CnGRvZ8=,15,,,7,3,1
gq+5y5SZ7ksGlPSX1I/lFrT/DVaqJxT2mBuwFU/4Ghg=,1,,,7,1,4
c3CYegannDEtUJWi/6LXPJQZws7Ib4I5jZIOiIehgYQ=,5,38.0,female,3,1,2
gBvtDgelrg/Ci2pm1fd5dS9b2pfyYcNDMtoFZ6tl07k=,5,21.0,female,9,3,3
VMsCyAsRIjkl25PEM0dCfXKN4fUAeOPSRQdPvlWnUO0=,13,23.0,male,9,1,4
jjIDm46WqN8kS7U4DIzeO+DXxOP13hHWTm5AnuduYp8=,1,,,7,2,3
zJLQ3LyKVDxnOZKvzcd5cw5mQ1SkMbP8IBxVROZbl30=,1,,,7,2,3
alu7Qp5e+1KSZlKKb4SUWQPFtvxO8OA3HbwLF9wHPSY=,1,,,9,1,3
k1JE2Qabl/onfO1TmTbOrWBJwHfTnGhZ9hfNkzQrbnU=,9,27.0,female,9,3,1
3DWLS85DbvM/+Vtb9+9ZBpUuy3xLoUQS/HdWsXndFa8=,18,26.0,male,3,2,3
zMpVvMYvgGYzkUd5+bT3q71x3L90EizJg7lnPsV7+dI=,1,,,7,2,1
2l0VkVyZk8+TEN2fiOfufZjqZ69MGmLL4hS3VBXtOHY=,5,27.0,male,3,2,3
AZ4JGcxIL+YoucWVIPIYVOLbtaD9jLN2uUdABpoVN9s=,1,,,7,1,4
h6xntkLtvb6jLFj88SQzB26L/IBQOaFjR0QlL/1grlM=,4,,male,3,2,4
lzdK/3kbwwB4yRje56fpnU1cxb2ydNvi3Jy9pkHkZMc=,1,,,7,2,1
wJtqbQIXSyVwR7utpvV1NBtIuCMrUe7r4610wwtyC+4=,1,,,7,2,4
BhEvllImP2ouQjw7YB1hEeh/RpwR4u/9xcP0+taFOBI=,15,,,3,1,1
KL90NPRlXMtZQ7T3Ul86oMEmUND+lSt/x98bqphwt5I=,1,,,7,2,1
4SJMi6LMm00B+x7M6GBbVUng35zcib5ivSn/GhwjMZs=,1,,,4,2,1
NouQEX7uTiMDCMgayDY9DZdQ+CTqOmpyp5g5DLrfYuI=,1,,,4,2,1
huCAfvt9pJNgSS+Y2/iA4vBIr1i884sHmY5tdylOSZ8=,6,31.0,male,4,2,2
oglzEbMcDdsENmQJKzWqFyoCnBb4eCELeIQvVhB2iV0=,1,,,7,2,4
7WDwh3QxVlvoru6z/e6k6cEMy4/DgzY9AE/2GMuxPgE=,1,,,7,1,3
4+9FHd5uf3saAId2AOClgKLT+WbMbxrsB4CQJczfGi4=,22,21.0,male,4,3,3
haLzhF6f/av5xTD5+Q478Y4AMiAOqfNA8TYgetUUsYY=,1,,,3,1,1
Nrf4+dIpB6OdneGVVtTtwdyS12vOXdkG07/4c3qNBGE=,6,39.0,female,4,2,3
ZRmGWvBbi22lxGLbavJ/bohmN7eiR2/l8WktO4FcsqQ=,22,29.0,male,7,3,1
wf8UGdYNtkZsGmVAFBcUCoPy1cMTaJ/pfmQnpf0W74c=,9,33.0,male,7,1,1
M/Dq/ZXTMRgkM4mZ+sANICW1l/MSNgmh47xeKizAK4g=,5,42.0,male,3,2,1
A10AiE5ER5k9Mq+5awb3IPH9mcyc06FhcBpaCB+Qc/k=,1,,,7,3,4
W43pkl9N0JBdZ9WMtmnS1/n0Kfiq79wQJg7XRdov+qw=,22,20.0,male,4,3,1
qHY3c0kt1bRT9wpqwEfuirWoy6Clo8cVw+nUW16Lw+s=,1,,,7,1,4
b7UVkXxtF+yTC1YBhTo7wfUqkmCo6JDId0HGEX3T24o=,1,,,7,1,2
62zrAETTc4lYjX7wBa0yY59V3r2wBLmo2apy6SyDEvM=,1,,,7,3,2
c5VSHNOcckmD/cSk3aRAdYvEQSJKtM78o3Wl67+Au4Q=,13,20.0,male,9,2,3
OnoRfdAN6D+ysyAiJQbg/72SDFE/8m1wfSpKqqfL+d0=,1,,,7,3,3
cdvRPKqUCTaoLJ3GPcVyRlPRcGleYmt8TsQ5UnNkV7s=,1,,,7,1,4
ulwvXl6JoOr5ULV/XVaU1RyaAElBEj4cXnbjDsrgtxs=,5,,,9,1,3
KpVv6SEH2LfSsqt7JoueovPpJK3D3gE37ngTJRz8/1M=,5,21.0,female,3,1,3
OHTewqJa4lRG2WBTYNUJfC5zDA0kPAKE+qU2hb7aEAo=,1,,,7,3,3
b8dkmTmuuXp0XOlt1mqah4CdEMi8HU3l+6sxIVoFDco=,1,,,7,1,4
Zr2IpNskxZJPY+XB9KDjjmoPkvrmXGo7esLQ/Kbdpb0=,1,,,9,3,4
fR7ZYEDQgfJ4CnLajE/IdOSebTVdCzNHN+IeUMtFZ7E=,5,30.0,female,3,1,4
ZR7K8VohGqFbRDTS+0xEAEdc9Utn6p8WcF3SZj1EG08=,4,21.0,male,7,2,1
ea6eXZ8aNzy6VupBvBIQ3K8Py/2Up+zjcU5B4UVy0Us=,13,,male,9,2,1
TjMaKRQW/m4C80Wy8b7LJ3cRCetIfprDIJlCJtpaMVY=,1,,,7,1,1
mqksFrNArruWkMNEaQELAbJBelb9HQXOpHWz3J/dXM4=,3,,,3,2,1
AzdIYKJ3lA7D6pXRlzzsLaSSgScGJmfRnIOSTqT+4To=,13,40.0,male,9,1,1
l7mOlXSqdH1MlNKyC9+C+moxkjZlCJVoHRcGtBwrbDk=,1,,,7,1,4
1W+gqLTxKif3oKRgLqlbbHSs9M7p7H8vIQAejbc6MSE=,1,,,7,2,2
jbgaqRF5SAkTUKVxAysKX24+QBLODFRYRl7DenxUawo=,5,23.0,male,9,1,4
eMFKa2ezQrGpYFNhstwP4C0ScDZMrwAkdfWF6OD2zCU=,1,,,9,1,2
pzqNV9ozh4CwaQ17TkV0pzxoJkEcJAckD+ZuAtNEaGk=,8,17.0,female,7,2,3
GujgTY/UXxs8YWwL1GRi4tJZ+Uon5Oxtty6E6zRZwyA=,1,,,9,3,3
BGgvPIOAbYskX5SE8Gic3e0vaNWN6KMSx7s9tyEHOEk=,4,26.0,female,3,1,2
WNT2R4tCXIDfVKKCPoqp3iUvNBNtkKT5YTxnauO7+oo=,1,,,3,1,1
GOUiqjw2Eu6APYjE4ciQ7tMOK6yGqMCFoHwzEFJ4znc=,1,,,9,3,4
u4a3SRIKXE6+DPK3qOUcork0Lb32LoCdHYCZ5wlnvi4=,7,23.0,male,7,1,1
p2GG+a+WVL/9u1l2MQY5VofA7f6JU2IHRtVXjbAxeL0=,4,,,9,2,1
I4/7D/65BocYnN84s+Iej9O0MFiWWEpXt4jg7761lNk=,1,,,7,2,1
4lldjJkq5vezXBsYsa62MqEaDoPHXwByqRMkpZ5mPME=,1,,,7,1,4
cFSXtWyB9ZxA+uViss7js13590cyl8aulkIP9DRXGK0=,6,27.0,male,9,3,2
w8MIDBD/Rb5Xr5yQVS5tL+jipZB1KAjjzqCQXx5n0IQ=,10,16.0,female,4,3,3
aM89sTB6cWUxR0bPbkl70PtbfF25p78BewqO0Pl2v30=,15,27.0,,4,1,4
Uj6/0WJDT6JGlrxy0ccTH652fH/4QdGC/p+horSJImw=,1,22.0,male,4,1,4
eQ+sq1/xI9gVz93WOzkTTHD44rxVW8ozJFy+K7nauhU=,1,,,7,2,4
tN/xH3PAiihggvWFEsLWViXB47S6MBFJa/qGo+34tVw=,6,21.0,female,7,3,4
+n+JFY17glmoidADUI4pOu7zomvJzmrDpRoUCtBUEkE=,18,36.0,female,9,3,3
BROHWw7VB8dZvbEr5sFJE6M/GnL3Lufr2ZxaEmA+4tk=,13,28.0,female,7,1,4
Y2kAjdm9JAOJA6bMTZsnt2WWguH8/gIHD2X8ttL1PQc=,18,23.0,female,9,2,4
9JzSBttiM01GFi7KjlL9pQz8vQyyvga1o5SbPMMFQXU=,22,19.0,male,9,1,2
9x97AOD+8oQ2/cShUk8c9b9KLN36gay/7R2x/JWYV94=,8,28.0,female,9,3,3
MUZtYteTRt6mBdjBpdRe87XWzh7fAm1jFx9WnZi7qAY=,1,,,7,3,4
/OYbfzLKK1/jyPWjGvn2CY7iLuiWjycfFFx9FZ3u8B4=,1,,,7,3,4
oIGQf7THU0Qg09/TuC+yqvFp3L62fY6I04SD0OqcvnI=,9,26.0,male,7,3,2
JSk19MRo81CDDtXwfATNWAWZ93fPyd63eCSng4+ik18=,13,44.0,male,3,1,2
x1YkXeTmgbgXQqD0d337A/eoomV8PXsf5MCJb8spqPM=,1,,,7,2,4
cQnCRloJRrb5SW/sAmdQCDpXmWEAriD1tLoly/P2Lg8=,1,,,7,3,1
D8mDGNoLR2Q6kHX3c0DftryRhJtBjV1o77COTHVSPwo=,14,26.0,female,7,2,2
ipz2w/18DNzQgHXZ0Tw1+y18mPORumDiyOSgR4TzO6Q=,15,24.0,female,3,3,2
i91RiBn6eF4ndmzWrSTnOgFamjzAMnhhX8MMcTYmSdk=,14,37.0,male,3,1,1
GcU7Ken/hex4llnJtxMUPEM2ZT3WXfP7ji26lWOSqyU=,14,19.0,male,3,1,1
4Ddv8Hi8jPwi5+Ri2Ln18W+S6OkwRvU847cXiLT/Ph4=,6,24.0,,7,2,2
S+lYLW7IGn2AEbmpeUNL+Lx41m9ommNKCpH5COrD0eo=,17,35.0,male,3,1,4
R0aqm6kIJyO9EAY/jO4PmJZo/iCyU/iOUzROGBqgBs4=,4,21.0,male,9,1,2
YvAACHBvUA3q9lQAXcOfBsPMcet0qK/cuIhTzBogh0Q=,17,23.0,female,9,2,4
VM6/1QNQJME3g5PSNq7jcv9KoRMlzIFAZd0wd/32mUI=,1,,,7,2,1
RbCK74ZpjQX5bww06lij66LHai9i/22dEFjEAfn88Es=,13,27.0,male,3,2,3
U70hG2JMks9V/6RLrY0UPMg+W8aQrNiMl+L73egpzFA=,1,,,7,1,2
qZJVaroahNW28O76k3gPNXqYkqcVqZigxX8Wd/7+wtQ=,1,,,7,3,4
Dxz+eTmMjQFCXsFrSWdbES4H3wlCWB9vJeu7l0b05SQ=,1,,,7,2,1
FOOgcK9HFmXPF/wyPb7jMohn1j+sd5HTsX4RdwPfum8=,1,,,7,2,1
qV5hBCwOd+XSh7FZNQrZBWaksGQJXUVO0eUX6xy8u5s=,13,,,9,1,4
N3+0IYzwG1YWmDjiBfjPdJstCm+eoN2ulmjXbLwM+kE=,13,63.0,,4,1,1
cOLcRW2cTI2+Je5x2mYqaFI8OqkH5G3MURuxiP4oNGA=,1,,,9,3,1
yNctkjMRYjmx+L0TJjV2V82nBTZb4q2L54WebnApk0Y=,1,,,7,1,4
N7/JG9jaQN6reDZLNzck2Okfz7AHUbbAifNGqUpKXrc=,3,30.0,male,7,2,4
VwHX3CDKbhPMB8LFbVpbQO4TMLb39JB9isTEGX666mw=,1,,,7,3,1
F+lHu9Mu90lUZxsgDrCQh3Zm6UEHCIaG027hCmfsiIA=,4,57.0,male,9,3,1
tlzBM7PHrGri93ElOTzT8qFqHa7naNar980F/y5O6Mg=,14,17.0,male,3,1,2
NJpIgpOqJ62SFYzprBFfnCLtrp4+xprioky0cboz5sI=,9,20.0,male,7,2,2
aasiEzf3O+X2tH1sYErDmGZpyKWccoAmGKpZBFQz/aA=,3,43.0,female,9,1,3
IETP3PswubFR8Z2Py5Dc5iw+tRr68GY9dItRGoOXGBA=,1,,,7,3,1
NhwOqFvkikajpQuHCImfOIvVa8l6/i3EoPyed+iwvv4=,5,27.0,male,3,2,2
mHEkhIGPwg5hTdRJo4aH6YRGqQFk97o3JgteNdyxugQ=,13,,male,4,2,2
B2Awve9aQrpyVACcW3f4wub66N00qpGtPTVAlvF96qo=,6,35.0,male,9,2,1
8SzPWf9y5wPAphzwRrEv3g1JfeNy3QRNmVkpxmCoqeM=,13,25.0,female,7,2,4
/KMAZlJ5B7BrRYazmBTsbcW7dMPxRJ0s5mDDomkoFws=,1,,,7,3,1
x3yMgM1Y37mY1J22ZvVv1FnzhyO8CNvK5Wafnr/RmVM=,1,,,7,2,1
twMd1jtpBLZjKlpXVAPUhQbK4XoLupmrPvQtZ9xEjRI=,15,26.0,male,9,1,2
wnP3ZMbqzsY3lRhqkB93E6hHizSU364ozSuAYfWNw/w=,13,,,9,3,3
3S2fUQ3dbygDG8kouXjvh+h+EF8CilSlf5DM67+1hEo=,1,,,7,3,3
alsiEWkbMeUvh8VasGlwRAgLZwsBQoYIiyNuSCBcRAo=,1,,,7,2,4
CG9XACHPJC2BFKt0FG5tkVGMuBlcWACxv5+0NPlEodQ=,5,33.0,male,9,2,3
1q2cv437o7DNtdN4tPXgWzT6OrSPHPUtBjrLWGRujck=,1,,,7,1,2
vD6jRLtHV+8SNzkr68RCcJLPmze4EvUXnlc6LdfSQpo=,13,29.0,female,7,2,4
L/J73lmfDD5EJ4JfCd1vNtvLDiWQWdib+7jIx0/m+VQ=,1,,,7,1,4
zrhQzWz7XjGSZm7lbR2N3sNHqjdcBWW7R+vb1MyKfGU=,18,32.0,male,7,3,4
W3u0j9d07+/iUsWjZSeRYhCzHKoOJ/nebudSPjyK4fA=,5,31.0,male,7,1,4
vRWNprpKVYBA8lXnHyxOMNbpE0Fm+kehH86UZNpnO/0=,1,,,3,3,3
DKzOOB2M1ySB26M1lKLCSQK3h6yEZAJ/2F/QVAt6vyY=,13,,,4,2,2
fA1X90elH2cA0H3fe172iML4Hz9rVp1PbSu1GltI/EM=,13,19.0,female,9,2,1
up2u07JiJimYPelzUPbWdRDRhI9Zvg2EJJHk7oMBt6E=,13,20.0,male,3,3,1
HWsQVI4oQBQ/f1x8cCgc5hcLusGU3NkthSCGUwQA3Y8=,14,38.0,female,9,2,3
yZ73wZIio8l7/7KQF2C4XJ5VhBKVv1xli35akPn/Cig=,5,25.0,female,9,1,1
B8hSZba+kQP6rpK33Q2DZGM2D6b4vsKFGsL/R8mWpQg=,4,,,3,3,1
WVAoxOZNkknM9ozNDPadi1MREJa0TUkesUWiKkVBSFg=,1,,,7,2,2
oFxzHFpzWO3NgZrpviEBFW3MtajO1FQr7eqzidlikwk=,15,30.0,male,9,2,4
7S9lnjegPpN+LD/aLGf1izOsZDXhWxtXxd9qZ7162YQ=,22,,,4,2,1
n4BSsifh1+qpdx9xIqlQkvWOXus3Be8xYYyX6dwciiA=,1,,,7,1,4
YcdiVTXhWUstiRBm3lmBr+zNtPxGgxnevour7k3ooTc=,1,,,7,2,4
eUJWd67woh0adEHSsO3B2hUTUeqNN1gbjbimbJyra6E=,18,34.0,male,9,1,4
gseucxEYa87fMz4xv2UPBqSenq32ebGgez7Bz0asScU=,1,,,7,2,2
2H2ivxMCeOkSVD2U6fEWHGARtjdhTnwYwVdNBCp8AMc=,1,,,7,2,4
6QgiXpHvkBdIrW0C2TSMnrt8nxeqkHX7IBUK/PIM6Yo=,5,27.0,female,7,1,4
j3pi6TlzJ5pkM8eztK2coGgEKnbLN0gxn9m2mLCsyYQ=,5,41.0,female,3,1,4
kmRZcAoX2XiHqFd8NxOshHDyl7giu/krMATVzzd0/lk=,8,26.0,male,7,2,4
Zt+U0qjyHS81bwiRwExI2WWLiz1aYhyQBZgq21LqTzo=,5,35.0,female,3,1,4
93lgmvYS20x9nACijHRt0V5v7Fb+qnv+fDuh8ghS/9M=,22,25.0,male,9,1,2
+KR/D5E+d7ImbiDKklleLn9W8IZrySuQpLbIUEu/5h8=,1,,,7,3,1
E9x51AuZbuu2NUPCH4f2ID5qipDKmOY3sDK0DG4Njlw=,1,,,7,3,4
kbHGKgYLQj7ToTyAHwyRwTgFUlBcyxLP4NHvsVXz7yA=,15,,female,3,3,4
4GzteTk0KOzcvZ0/11BQbPpVdRzZoeutI2PHNFlfu3g=,4,23.0,male,9,3,1
x2TXPeELvLt6WwAZsFvKJMYPyqoerDqi3gBGvp4d+yU=,1,19.0,female,3,3,1
DSFfkaZA0mxTNmjdhMZRt43SuvbEsJBDDBKcjGWeM10=,14,25.0,female,4,2,2
WalE2QRMInNp2bgouAEclAuY4luwgd/BOFWy3TgEFG4=,4,36.0,male,9,1,3
CPpQYJdMLqHXfC5bI3iKhajWrhkM1de1xGnSXifeM5U=,5,48.0,male,9,3,2
NQ3yi5c7Z6I2/WBwKAM16xj2EqFGs5ksbwaXnbEGlQs=,13,31.0,female,9,3,4
ouQt8IdmSczxJ/7X8cgquYT2ASEkz2FlvPlObZiHqZ4=,4,18.0,female,3,1,4
+fi01dii/drbKaF3Wd7xWfVQXBw8t0v/ZjqEevkH8aM=,1,32.0,male,3,3,1
4uub9HMfUEuKuyPEX8j+K1I1I/fyPMt0vsfnzZvvGG0=,1,,,7,2,2
K4tEhdpSdUWbep5V7QpoGraPfqYdy+pMKq3YCfDu2z0=,1,,,7,2,1
XwAdUzHStkuyGliYvknhTttwv0CAzLdq+0KGv+Srj9M=,1,,,7,2,3
kl0tV00FhnZLOkvjhw/2JDXDfL0eWiYlVu4cceGTGac=,1,,,7,3,3
YxSi3qtoxEq0jRzhaP8YSoCjc5LUknWKGD99l5JltBY=,1,,,7,2,4
vss57FuJtyGKNrPu5EPiuDY4S3qgfd0/2MTNcr+pMzY=,22,30.0,male,9,2,2
hdwctxk1bcd5PaXHEZ8C0OS9Mlcz05sy+KXh3wkSjJs=,12,16.0,male,9,1,1
Wnp8AAP7XtSKrJTpZdoPExvrBJc88Wis7SQDGFiZd6E=,13,22.0,female,9,2,1
cbkiKlcNsCpYLDYzjkP+n5dzFkQr84ZbTNYQl0EtAnw=,13,30.0,male,9,2,1
gRMknaipXGZnp/7gcjkFMsVuC0AK5vCrrt7aiJUbbmE=,5,23.0,female,3,3,1
i+9O+sX8FC0CGyaIXQpxh5B+FsxOeOe42Evy5Iy3P/E=,4,25.0,female,9,3,4
VRX3rQQURmUMqYTfPhKZEwcgh7VAmmIrZ8xGyvLmHAI=,1,29.0,male,7,3,1
GKpU6s/03RYqTmsqVC5Zaj46C4lBXHdt1GfZywpNudA=,1,,,7,1,2
z8ejxjcFIVECl2iYQ2njglUeS0CaxDCk2vLpOpkY9SM=,1,,,7,1,3
HahiJYPlBV5kfDYc8j80sUuClaM3kZY99270Ay1svlI=,11,,,9,2,4
z1ij7A2P69KKP4Nm5VyWhqwhsnxfVx31AF1fT6rwMsY=,11,29.0,female,7,1,2
Z6USf7WoFGNlXkdbL6WtQKr5KuDVnvu8JKKyykibF0I=,1,,,7,1,4
LjQ1/CEfHGdevn+ADstNJDK/QeZHw5OIMdOXfhwtSdE=,22,27.0,female,9,2,4
ntueatCenqDiY9I1eFcJekcuAoDlOjKsdlSKsiSEakI=,1,,,7,1,4
DZBZOPKB/WW2pj4boFvpe0KPNamGAOWthO31XIbwaGc=,13,27.0,female,9,3,2
sNK9g2km3gSQeaT+UBOcFzU3KOHKkFKpfYbue0V/AA4=,13,25.0,female,9,1,3
KR20V42c7Mowz5WaG6CQmj4cpdaO1FPtaxA085yiqZU=,4,27.0,male,9,2,4
O88D3s8eXkiLBNvuxxMetZdnoupqhDPa6dY8zBkKu0E=,18,40.0,male,9,2,1
2oMDpcBphEwM58jrdqM/O4nWgv64U8+3UnZx64acSto=,15,,,4,2,1
HSG7k/sFnZfiFry9C/8bkwik/vkaLbpa/vQoDJlM7+k=,13,33.0,male,7,2,1
OU1hnuV1leS7Py2pfCWGG334vnOeOx07mvo/J+DbrZc=,15,24.0,female,9,3,4
EQCi94nImbAIFLCkqKbb1mpUGTRNS9rv6WsvjjSNRiM=,4,64.0,male,9,3,2
yLsn/xyK3Br40Jl54hYQphrmJ0k6og3r5Re4CxBRC/4=,1,22.0,,4,3,4
DJ1V8ivhC0FfYUQz+YWqPCTaLjhvB/bZo+qfYgvUyfI=,22,27.0,,7,2,1
SWQyGhw6IDT/Cbq+Q+Kf4gjL29mJFJdyllLB2jDXQUk=,12,20.0,male,9,3,4
CqC6/U6OV2NqDUXrKkzr0pUuzTIhn9i9B/mWRiGjRVA=,10,47.0,female,9,2,2
km6RWtML2qKciWDjKUZ1y1CBWyT7M+Nx50TtK6LHiyo=,15,24.0,male,9,2,2
Bd3swQrXCnhBVTRmyxXeOX4gvc/mey8wPuDaLVJ7QLo=,1,,,7,2,4
+xATG2tYcfYWiHy2HINRxkmUB4h2MdhEJp0RZS1L1/Y=,1,,,7,2,4
qI7JnFp7qT/Ee+t3oCevtUJjraeWaqi08Qmww7Zl7zE=,1,,,7,3,2
6yIEpi4TY/a8d1dLDxF27dxkVA3R/qb1Zi7HNMXC0aM=,11,32.0,female,9,2,1
K6fja4+jmoZ5xG6BypqX80Uw/XKpMgrEMdG2edFOxnA=,13,35.0,female,7,3,1
ZMKBIjt4u4egxP0fDreD9KYGEtFs/YEiK96hM4eDsq8=,1,,,7,2,4
ax08254PRUOjX6JLVFzGLV5vK8BnosqEz3hjtNSXN7M=,13,,female,3,3,4
ZdIS8FSJHW3SRsA/QADom59LnzOD6Cu1IovYGEUNw4k=,4,28.0,male,7,1,1
OhFkhRT647ZyuVj4olh+7uybcn+ltkOKi7+EyZpnB1M=,1,,,7,3,1
vFF1nyty+SJm9X0NsiTKYJO/WC7PHShTBDFWsCGTDHs=,1,21.0,,7,1,3
+23aywTiDp/fhYe/L2aAhI1TCrz/rNwclirVZ2rQ25s=,15,27.0,male,4,2,4
dcTgGgX8PPII4M4kJJ5NxXZ9L7eFJ9bHlHQTO1mp84o=,15,23.0,male,3,1,1
1m+zskorqf5oSVzje8Du28PsaGPxFBvafnBBq5OGm7g=,5,20.0,male,9,2,3
MUYx4nRbzf4mQqgl7vmb2wLEA4CwOT+bk9zcCJUauBw=,5,23.0,male,9,2,2
UYbJMsUaJj7lhC8psyS3h2KSfHn4m/SGjXOS2I77oYo=,13,43.0,female,3,2,2
379E76zHXGbGupc9UEIuMjdT06LLthy5bhktRp3VJfs=,1,,,3,2,2
BAl0o7Fz0Br+MidxFxtNb70joj+r5Txnq9qx5zkwJvY=,14,27.0,male,3,1,2
3cBu9JwAqeF3TBrAbgCrwVQZQpmGGRelcqF6YcA4B1s=,1,,,7,1,3
mI2d3UC4B0iKiNpVZfS8PWUqZxzqcD2PS95/o13l5P4=,5,22.0,male,3,1,2
fl2ivbbrNIhfc8LOGNcpVMdl3dtMHtl3MAMuOvHknmU=,1,,,7,3,2
vyzV9WttfcTWcLjPjnGRG4xbABExP6HWyDKjh+efg0E=,22,22.0,female,4,1,4
1cGkFp6ZFz7/pxN33WS2228s4N9ItExw8X7gk0vznpg=,14,,,3,1,3
MCcM9FdBXTQvZi9Nwbpgb39BT04C9LBjkocoPS308+k=,1,,,7,3,2
WIfqWIyAi/EhoJb/JRwWC0+gdrVbIhpXIdaF/K89hAo=,6,21.0,female,3,1,4
EHK4di8m6FoZo6rGC4Pot55rndvv7lI/cSTV4dUNXYg=,4,25.0,female,9,1,2
pMQmXdVVy6tyaoo/XeT8h64AjCxWwz2iYEodhRBQtC4=,22,26.0,female,7,1,1
Vug0cySEe/x0Q19Q0179C9YEl4WBYpQXnhuEkeYibCM=,14,34.0,female,9,3,1
hxfpNt8KE/jd8jUtj39izI6HgB+8CGC4d7553SPzLIk=,15,,,9,2,4
9iIVEmVSVsv2/EJlDlcNU/W4xlPnN9iJ/pU8KnHhEvw=,6,24.0,male,3,2,3
Ssg1fQZY0vmQ+xrYGHBVAQsG/3iOOklQLUtKakCgz2A=,13,27.0,male,7,2,3
y2sSwDmZnta3vOEMhkd8yrIoZb6MsoOH2lQBHTa+tg0=,4,33.0,male,3,2,3
yoOSLFAI+Z941erfm75+T5SMHKxZXeMQ1ykdZTh3TQw=,1,,,4,3,4
I9P10TsS1GOyoHshwuSE6eFpoTBtCnBwQzHQnkuw5Dc=,21,28.0,male,3,1,3
cdJ0gVwGgxGSLmbjc/Ls9xRyeReuTTv9cmx2iGghDWI=,4,,,9,3,4
nE9Qm5PsrNU5RHIpxgnhV3pLeFZeeBltS24x79z8ARo=,1,,,7,2,3
2T3m2lke+pf9l6MHpCAe3CauyqGC/5rw9AhdroOqnFE=,4,52.0,female,9,2,2
